State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Rice,39905,117680,2051.4,234594.05,764.15,4.41826087
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,22099,57236,2051.4,41208.61,134.23,0.38
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,32878,95609,2051.4,958457.07,3122.01,0.67
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119,108906,2051.4,8060708.66,26256.38,1.25952381
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066,66329,1266.7,8860327,28861,1.293571429
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960,20462,1266.7,40143657.7,130761.1,0.268235294
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515,44891,1266.7,28660350.33,93356.19,0.404545455
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826,25463,1266.7,78039.4,254.2,0.81
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335,85051,1266.7,364025.25,1185.75,0.4375
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240,21622,1266.7,2020459.1,6581.3,0.058571429
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008,69972,1266.7,1648058.89,5368.27,0.121333333
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,23142,55587,1266.7,17756723.43,57839.49,1.078333333
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,22349,67427,1266.7,434451.05,1415.15,1.869444444
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,10846,31974,1266.7,481655.37,1568.91,1.585
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,30000,95000,1266.7,344420.23,1121.89,1.262307692
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,14000,37000,1266.7,80672373.22,262776.46,0.709411765
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,30306,94615,1266.7,18312230.72,59648.96,1.133333333
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Rice,18416,49815,1266.7,17023248.24,55450.32,0.45
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Rice,32226,101512,1266.7,15529174.41,50583.63,0.514705882
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Rice,19428,46899,1266.7,37086797.3,120803.9,1.228
Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Rice,34973,102007,1266.7,142866539.2,465363.32,0.510714286
Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Rice,24828,69394,1266.7,584058.29,1902.47,2.470909091
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Rice,37720,94531,1266.7,47851190.49,155867.07,2.687777778
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Rice,10948,25542,1266.7,4648483.48,15141.64,1.98
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Rice,22056,58691,1266.7,926004.1,3016.3,2.165714286
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Rice,6998,17768,1266.7,85455141.57,278355.51,1.191333333
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Rice,28114,59377,1266.7,2579487.68,8402.24,1.312222222
Andhra Pradesh,ANANTAPUR,2013,Rabi       ,Rice,12283,28558,1266.7,1286793.57,4191.51,1.847777778
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Rice,22658,68155,1266.7,98170710.1,319774.3,2.2335
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Rice,6553,14377,1266.7,5128616.13,16705.59,2.073846154
Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Rice,29211,82532,1266.7,25509747.48,83093.64,2.829444444
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Rice,42300,84400,1266.7,29393920.69,95745.67,91.74736842
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Rice,57400,137400,1266.7,413228.14,1346.02,4.452941176
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Rice,42000,105400,1266.7,23858928.66,77716.38,0.548333333
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Rice,62400,159200,3252.4,7246719.65,23604.95,1.147857143
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Rice,37542,75477,3252.4,16545780.35,53895.05,0.240714286
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Rice,37489,76800,3252.4,9143267.41,29782.63,0.589285714
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Rice,33776,89236,3252.4,84163018.48,274146.64,5376.054286
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Rice,41442,97181,3252.4,12645713.75,41191.25,22.80357143
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Rice,24377,55311,3818.2,910681.73,2966.39,1.245714286
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Rice,62049,170573,3818.2,82322.05,268.15,0.806666667
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Rice,20137,50020,3818.2,498595.63,1624.09,11.20714286
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Rice,30034,76827,3818.2,2855.1,9.3,0.49
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Rice,18495,38562,3818.2,717962.48,2338.64,0.796666667
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Rice,27286,46714,3818.2,168070.22,547.46,0.64
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Rice,19055,43331,3818.2,700165.69,2280.67,6.054285714
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Rice,25822,69177,3818.2,42160.31,137.33,0.613333333
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Rice,16240,37173,3818.2,403806.31,1315.33,8.436666667
Andhra Pradesh,CHITTOOR,2005,Rabi       ,Rice,66351,193612,3818.2,4758.5,15.5,0.44
Andhra Pradesh,CHITTOOR,2006,Kharif     ,Rice,17049,42520,3818.2,1634544.75,5324.25,1.444285714
Andhra Pradesh,CHITTOOR,2006,Rabi       ,Rice,29164,85101,3818.2,446156.96,1453.28,4.68
Andhra Pradesh,CHITTOOR,2007,Kharif     ,Rice,15000,42000,3818.2,81941.37,266.91,0.7525
Andhra Pradesh,CHITTOOR,2007,Rabi       ,Rice,37000,116000,3818.2,181679.53,591.79,0.777142857
Andhra Pradesh,CHITTOOR,2008,Kharif     ,Rice,17596,46242,3818.2,1976109.88,6436.84,8.641428571
Andhra Pradesh,CHITTOOR,2008,Rabi       ,Rice,37927,118636,3818.2,658005.38,2143.34,0.608571429
Andhra Pradesh,CHITTOOR,2009,Kharif     ,Rice,19758,56192,3818.2,10009028.9,32602.7,1.378571429
Andhra Pradesh,CHITTOOR,2009,Rabi       ,Rice,35155,113937,3818.2,126195.42,411.06,0.575714286
Andhra Pradesh,CHITTOOR,2010,Kharif     ,Rice,18019,53639,3818.2,266856.68,869.24,0.861428571
Andhra Pradesh,CHITTOOR,2010,Rabi       ,Rice,43558,131502,3818.2,85462.66,278.38,0.921428571
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Rice,17342,55719,3818.2,7803.94,25.42,2.352
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Rice,33764,113211,3818.2,496026.04,1615.72,3.221428571
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Rice,12952,45241,3818.2,376778.03,1227.29,6.537142857
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Rice,34557,126168,3818.2,70616.14,230.02,0.618
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Rice,15206,48766,3818.2,133333.17,434.31,5.425714286
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Rice,34654,120249,3818.2,407993.79,1328.97,1.385
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Rice,13304,44462,1852.9,766879.86,2497.98,1.691764706
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Rice,27661,87962,1852.9,345467.1,1125.3,0.777692308
Andhra Pradesh,CHITTOOR,2014,Whole Year ,Rice,40965,132424,1852.9,19700.19,64.17,0.426666667
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Rice,214100,429300,1852.9,582059.72,1895.96,1.68
Andhra Pradesh,EAST GODAVARI,1997,Rabi       ,Rice,154400,491500,1852.9,254484.58,828.94,0
Andhra Pradesh,EAST GODAVARI,1998,Kharif     ,Rice,256300,386600,1852.9,62812.2,204.6,0.07
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Rice,157600,656600,1852.9,2310061.41,7524.63,13003.78778
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Rice,244655,628606,1852.9,2474420,8060,2
Andhra Pradesh,EAST GODAVARI,1999,Rabi       ,Rice,161551,645162,1852.9,6094115.78,19850.54,0.942777778
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Rice,253966,683423,1852.9,2425407.45,7900.35,0.5975
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Rice,162861,683202,1852.9,2818459.55,9180.65,1.13
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Rice,220811,579850,1852.9,537234.65,1749.95,0.438888889
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Rice,165779,750150,1852.9,90221.16,293.88,0.482
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Rice,194809,551115,1852.9,61058597.58,198887.94,13.44588235
Andhra Pradesh,EAST GODAVARI,2002,Rabi       ,Rice,106427,491906,1852.9,2404089.37,7830.91,1.095882353
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Rice,234673,762453,1852.9,1568972.62,5110.66,0.251538462
Andhra Pradesh,EAST GODAVARI,2003,Rabi       ,Rice,165321,869092,1852.9,3375584.73,10995.39,2.658461538
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,Rice,224521,743614,1852.9,4872894.34,15872.62,0.662352941
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,Rice,162903,766296,1852.9,922102.13,3003.59,9.154166667
Andhra Pradesh,EAST GODAVARI,2005,Kharif     ,Rice,217411,348727,1852.9,141803.3,461.9,0.548888889
Andhra Pradesh,EAST GODAVARI,2005,Rabi       ,Rice,170012,800927,1852.9,311110.73,1013.39,0.542857143
Andhra Pradesh,EAST GODAVARI,2006,Kharif     ,Rice,227930,547716,1852.9,947798.03,3087.29,0.046
Andhra Pradesh,EAST GODAVARI,2006,Rabi       ,Rice,168963,845829,1852.9,4835406877,15750511,0.698888889
Andhra Pradesh,EAST GODAVARI,2007,Kharif     ,Rice,242000,715000,1852.9,619747.04,2018.72,0.40375
Andhra Pradesh,EAST GODAVARI,2007,Rabi       ,Rice,169000,803000,1852.9,121722.43,396.49,0.585
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,Rice,240231,716609,1852.9,27029707.55,88044.65,18.23722222
Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,Rice,169861,796648,1852.9,1199808.19,3908.17,0.986
Andhra Pradesh,EAST GODAVARI,2009,Kharif     ,Rice,202153,616567,1852.9,31132295.91,101408.13,0.718333333
Andhra Pradesh,EAST GODAVARI,2009,Rabi       ,Rice,104423,456537,1852.9,40268425.57,131167.51,1.837222222
Andhra Pradesh,EAST GODAVARI,2010,Kharif     ,Rice,237640,457704,1852.9,114853915.9,374116.99,2.843888889
Andhra Pradesh,EAST GODAVARI,2010,Rabi       ,Rice,172888,849917,1852.9,406407115.8,1323801.68,1.985555556
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Rice,197445,589741,1852.9,1027836,3348,0.2975
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Rice,139649,587084,1852.9,191767.55,624.65,4.598571429
Andhra Pradesh,EAST GODAVARI,2012,Kharif     ,Rice,232300,355651,1852.9,12173480.21,39653.03,0.649444444
Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,Rice,168756,746239,1852.9,480227.82,1564.26,0.626666667
Andhra Pradesh,EAST GODAVARI,2013,Kharif     ,Rice,235159,434104,1852.9,147989.35,482.05,1.196666667
Andhra Pradesh,EAST GODAVARI,2013,Rabi       ,Rice,169523,777602,1852.9,2455100.49,7997.07,67.83625
Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Rice,226072,681833,1852.9,26457.26,86.18,0
Andhra Pradesh,EAST GODAVARI,2014,Rabi       ,Rice,168045,881396,1852.9,1187816.77,3869.11,1.661111111
Andhra Pradesh,EAST GODAVARI,2014,Whole Year ,Rice,394117,1563229,1852.9,6592521.07,21474.01,1.825
Andhra Pradesh,GUNTUR,1997,Kharif     ,Rice,295000,845300,1852.9,1588767.98,5175.14,0.628333333
Andhra Pradesh,GUNTUR,1997,Rabi       ,Rice,14500,51800,1852.9,34962983.58,113885.94,1.886666667
Andhra Pradesh,GUNTUR,1998,Kharif     ,Rice,298400,921400,1434.5875,6520.8,19.14,0.35
Andhra Pradesh,GUNTUR,1998,Rabi       ,Rice,29100,99900,1434.5875,14721.2,43.21,2.17
Andhra Pradesh,GUNTUR,1999,Kharif     ,Rice,302886,969414,1434.5875,1185.6,3.48,0.58
Andhra Pradesh,GUNTUR,1999,Rabi       ,Rice,14822,53167,1434.5875,197.6,0.58,0.5
Andhra Pradesh,GUNTUR,2000,Kharif     ,Rice,292899,987363,1434.5875,44756.4,131.37,0.84
Andhra Pradesh,GUNTUR,2000,Rabi       ,Rice,12692,49600,1434.5875,790.4,2.32,2.75
Andhra Pradesh,GUNTUR,2001,Kharif     ,Rice,272468,935110,1434.5875,103344.8,303.34,1.54
Andhra Pradesh,GUNTUR,2001,Rabi       ,Rice,44917,181060,1434.5875,2568.8,7.54,16.5
Andhra Pradesh,GUNTUR,2002,Kharif     ,Rice,202953,646811,1434.5875,11065.6,32.48,3.27
Andhra Pradesh,GUNTUR,2002,Rabi       ,Rice,2716,7385,1434.5875,488566,1434.05,2.46
Andhra Pradesh,GUNTUR,2003,Kharif     ,Rice,170487,482990,1434.5875,1379346.8,4048.69,2.555
Andhra Pradesh,GUNTUR,2003,Rabi       ,Rice,5772,16837,1434.5875,564740.8,1657.64,2.55
Andhra Pradesh,GUNTUR,2004,Kharif     ,Rice,240404,833961,1434.5875,14523.6,42.63,0.806666667
Andhra Pradesh,GUNTUR,2004,Rabi       ,Rice,21247,70922,1434.5875,395.2,1.16,0.75
Andhra Pradesh,GUNTUR,2005,Kharif     ,Rice,288879,892636,1434.5875,267748,785.9,82.595
Andhra Pradesh,GUNTUR,2005,Rabi       ,Rice,31434,111559,1434.5875,64121.2,188.21,20
Andhra Pradesh,GUNTUR,2006,Kharif     ,Rice,288638,783941,2354.4,7356351.6,21592.53,0.784347826
Andhra Pradesh,GUNTUR,2006,Rabi       ,Rice,28933,100947,2354.4,756511.6,2220.53,0.709130435
Andhra Pradesh,GUNTUR,2007,Kharif     ,Rice,283000,976000,2354.4,4138238,12146.65,13.78826087
Andhra Pradesh,GUNTUR,2007,Rabi       ,Rice,24000,85000,2354.4,170726.4,501.12,0.411428571
Andhra Pradesh,GUNTUR,2008,Kharif     ,Rice,281491,959321,2354.4,1992400.8,5848.14,6045.886957
Andhra Pradesh,GUNTUR,2008,Rabi       ,Rice,51358,187662,2354.4,163217.6,479.08,0.399130435
Andhra Pradesh,GUNTUR,2009,Kharif     ,Rice,190526,683226,2354.4,1454731.2,4269.96,0.636956522
Andhra Pradesh,GUNTUR,2009,Rabi       ,Rice,112342,383423,2354.4,296597.6,870.58,0.460454545
Andhra Pradesh,GUNTUR,2010,Kharif     ,Rice,271072,649760,2354.4,7775757.6,22823.58,9.040869565
Andhra Pradesh,GUNTUR,2010,Rabi       ,Rice,58393,201806,2354.4,1009933.6,2964.38,0.480909091
Andhra Pradesh,GUNTUR,2011,Kharif     ,Rice,281790,1080921,2354.4,1957228,5744.9,0.608695652
Andhra Pradesh,GUNTUR,2011,Rabi       ,Rice,11012,39060,2354.4,519688,1525.4,4.9105
Andhra Pradesh,GUNTUR,2012,Kharif     ,Rice,174699,607778,2354.4,864796.4,2538.37,0.520555556
Andhra Pradesh,GUNTUR,2012,Rabi       ,Rice,8362,29903,2354.4,798600.4,2344.07,2.340434783
Andhra Pradesh,GUNTUR,2013,Kharif     ,Rice,280060,912716,2354.4,11474730.8,33680.89,0.50826087
Andhra Pradesh,GUNTUR,2013,Rabi       ,Rice,48107,183288,2354.4,7603450.4,22317.82,7.230434783
Andhra Pradesh,GUNTUR,2014,Kharif     ,Rice,255607,1000190,2354.4,28536305.2,83760.41,0.473478261
Andhra Pradesh,GUNTUR,2014,Rabi       ,Rice,29695,111742,2354.4,58783925.2,172543.91,1.055652174
Andhra Pradesh,GUNTUR,2014,Whole Year ,Rice,285302,1111932,2354.4,22122604.4,64934.77,1.685217391
Andhra Pradesh,KADAPA,1997,Kharif     ,Rice,47700,77500,2354.4,161560724,474216.7,1.395652174
Andhra Pradesh,KADAPA,1997,Rabi       ,Rice,13000,27700,2354.4,1574872,4622.6,0.485217391
Andhra Pradesh,KADAPA,1998,Kharif     ,Rice,59200,169800,2354.4,1042043.6,3058.63,0.521363636
Andhra Pradesh,KADAPA,1998,Rabi       ,Rice,17000,41600,2354.4,3020414.8,8865.59,39.89304348
Andhra Pradesh,KADAPA,1999,Kharif     ,Rice,54783,134484,2354.4,931980.4,2735.57,3.435652174
Andhra Pradesh,KADAPA,1999,Rabi       ,Rice,6828,12921,2354.4,276442.4,811.42,4.445217391
Andhra Pradesh,KADAPA,2000,Kharif     ,Rice,60412,170120,2354.4,144742,424.85,0.569545455
Andhra Pradesh,KADAPA,2000,Rabi       ,Rice,7426,6134,2354.4,1060025.2,3111.41,0.666956522
Andhra Pradesh,KADAPA,2001,Kharif     ,Rice,38218,96883,2354.4,8851590.8,25981.39,0.999545455
Andhra Pradesh,KADAPA,2001,Rabi       ,Rice,37550,98231,2964.9,148200,435,1.21
Andhra Pradesh,KADAPA,2002,Kharif     ,Rice,27457,56424,2964.9,187720,551,7.58
Andhra Pradesh,KADAPA,2002,Rabi       ,Rice,9203,16446,2964.9,24700,72.5,0.28
Andhra Pradesh,KADAPA,2003,Kharif     ,Rice,23356,60025,2964.9,5224050,15333.75,0.28
Andhra Pradesh,KADAPA,2003,Rabi       ,Rice,10767,24032,2964.9,2455970.4,7208.82,4867.65
Andhra Pradesh,KADAPA,2004,Kharif     ,Rice,46932,149619,2964.9,34580,101.5,1.18
Andhra Pradesh,KADAPA,2004,Rabi       ,Rice,5689,11424,2964.9,103542.4,303.92,2.03
Andhra Pradesh,KADAPA,2005,Kharif     ,Rice,45556,85828,2964.9,856694.8,2514.59,1.06
Andhra Pradesh,KADAPA,2005,Rabi       ,Rice,21197,55791,2964.9,118560,348,0.27
Andhra Pradesh,KADAPA,2006,Kharif     ,Rice,41908,114493,2964.9,247000,725,0.99
Andhra Pradesh,KADAPA,2006,Rabi       ,Rice,4997,10963,2964.9,4050800,11890,2.54
Andhra Pradesh,KADAPA,2007,Kharif     ,Rice,45000,139000,2964.9,1525373.2,4477.31,3.04
Andhra Pradesh,KADAPA,2007,Rabi       ,Rice,17000,45000,2964.9,130416,382.8,48.48
Andhra Pradesh,KADAPA,2008,Kharif     ,Rice,50183,87168,1260.8,9687043.6,28433.63,6.232
Andhra Pradesh,KADAPA,2008,Rabi       ,Rice,14883,41271,1260.8,46969124.8,137864.84,0.400833333
Andhra Pradesh,KADAPA,2009,Kharif     ,Rice,52423,153757,1260.8,41082620.8,120586.64,0.601764706
Andhra Pradesh,KADAPA,2009,Rabi       ,Rice,12894,34169,1260.8,44558.8,130.79,1.19
Andhra Pradesh,KADAPA,2010,Kharif     ,Rice,53345,80657,1260.8,83584.8,245.34,0.59
Andhra Pradesh,KADAPA,2010,Rabi       ,Rice,17037,48896,1260.8,433435.6,1272.23,2.238
Andhra Pradesh,KADAPA,2011,Kharif     ,Rice,47290,141161,1260.8,1997538.4,5863.22,0.06
Andhra Pradesh,KADAPA,2011,Rabi       ,Rice,6606,17499,1260.8,2691904.8,7901.34,0.831818182
Andhra Pradesh,KADAPA,2012,Kharif     ,Rice,24147,61551,1260.8,30667421.2,90015.71,4692.261111
Andhra Pradesh,KADAPA,2012,Rabi       ,Rice,6601,19249,1260.8,1771978,5201.15,0.118
Andhra Pradesh,KADAPA,2013,Kharif     ,Rice,51753,148842,1260.8,62885706,184583.55,1.556521739
Andhra Pradesh,KADAPA,2013,Rabi       ,Rice,10959,29447,1260.8,16827517.2,49392.51,1.123703704
Andhra Pradesh,KADAPA,2014,Kharif     ,Rice,42124,155648,1260.8,353111.2,1036.46,1.459411765
Andhra Pradesh,KADAPA,2014,Rabi       ,Rice,3761,10189,1260.8,384924.8,1129.84,12.75944444
Andhra Pradesh,KADAPA,2014,Whole Year ,Rice,45885,165837,1260.8,35106208.8,103044.54,0.573478261
Andhra Pradesh,KRISHNA,1997,Kharif     ,Rice,257900,699400,1260.8,100042607.6,293647.33,0.8568
Andhra Pradesh,KRISHNA,1997,Rabi       ,Rice,116300,393500,1260.8,21483566,63059.05,1.3052
Andhra Pradesh,KRISHNA,1998,Kharif     ,Rice,280800,759900,1260.8,18721216.8,54950.94,0.504615385
Andhra Pradesh,KRISHNA,1998,Rabi       ,Rice,134500,491200,1260.8,13316165.2,39085.91,0.4492
Andhra Pradesh,KRISHNA,1999,Kharif     ,Rice,278415,834490,1260.8,41575830.4,122034.32,1.305714286
Andhra Pradesh,KRISHNA,1999,Rabi       ,Rice,127888,457596,1260.8,140312005.6,411846.98,0.7235
Andhra Pradesh,KRISHNA,2000,Kharif     ,Rice,281343,868787,1260.8,879023.6,2580.13,2.461333333
Andhra Pradesh,KRISHNA,2000,Rabi       ,Rice,112917,408308,1260.8,1956832.8,5743.74,0.315
Andhra Pradesh,KRISHNA,2001,Kharif     ,Rice,245114,714507,1260.8,44506633.6,130636.88,3.366
Andhra Pradesh,KRISHNA,2001,Rabi       ,Rice,98472,358635,1260.8,4932293.6,14477.38,1.97952381
Andhra Pradesh,KRISHNA,2002,Kharif     ,Rice,243910,761243,1260.8,1183031.2,3472.46,2.241904762
Andhra Pradesh,KRISHNA,2002,Rabi       ,Rice,2185,5688,1260.8,30797936,90398.8,0.180769231
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,222367,526565,1260.8,1543947.6,4531.83,0.438823529
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,7486,19359,1260.8,4135076.4,12137.37,0.214782609
Andhra Pradesh,KRISHNA,2004,Kharif     ,Rice,245306,804849,1260.8,7896194.8,23177.09,5.363636364
Andhra Pradesh,KRISHNA,2004,Rabi       ,Rice,10017,31584,1260.8,877541.6,2575.78,8.936315789
Andhra Pradesh,KRISHNA,2005,Kharif     ,Rice,254919,697203,1260.8,473943.6,1391.13,11.86631579
Andhra Pradesh,KRISHNA,2005,Rabi       ,Rice,104332,409399,1260.8,170924,501.7,9.265882353
Andhra Pradesh,KRISHNA,2006,Kharif     ,Rice,251433,521221,1260.8,48807.2,143.26,8.948181818
Andhra Pradesh,KRISHNA,2006,Rabi       ,Rice,94862,355638,1260.8,156400.4,459.07,7.827
Andhra Pradesh,KRISHNA,2007,Kharif     ,Rice,261000,944000,1260.8,2840994,8338.95,12.37333333
Andhra Pradesh,KRISHNA,2007,Rabi       ,Rice,94000,355000,1260.8,412292.4,1210.17,18.90714286
Andhra Pradesh,KRISHNA,2008,Kharif     ,Rice,273878,959395,1260.8,112335.6,329.73,17.6
Andhra Pradesh,KRISHNA,2008,Rabi       ,Rice,120655,467900,1260.8,26478.4,77.72,14.59
Andhra Pradesh,KRISHNA,2009,Kharif     ,Rice,228196,784310,1260.8,97433892.4,285990.17,1.418
Andhra Pradesh,KRISHNA,2009,Rabi       ,Rice,108442,424984,1260.8,3342700.4,9811.57,1.361
Andhra Pradesh,KRISHNA,2010,Kharif     ,Rice,260350,722978,1260.8,1054492.4,3095.17,2.239230769
Andhra Pradesh,KRISHNA,2010,Rabi       ,Rice,94991,367710,1260.8,659292.4,1935.17,0.210625
Andhra Pradesh,KRISHNA,2011,Kharif     ,Rice,262826,980105,1260.8,106624268.4,312965.97,2.310740741
Andhra Pradesh,KRISHNA,2011,Rabi       ,Rice,9203,31437,1260.8,5116061.6,15016.78,2.054285714
Andhra Pradesh,KRISHNA,2012,Kharif     ,Rice,253166,908360,1260.8,29228004,85790.7,2.99375
Andhra Pradesh,KRISHNA,2012,Rabi       ,Rice,11365,42244,1260.8,9631715.6,28271.23,0.616428571
Andhra Pradesh,KRISHNA,2013,Kharif     ,Rice,264371,773285,1260.8,11386700,33422.5,0.417307692
